Customer_ID,Gender,Age,Annual_Income,Spending_Score,Segment
1927,Female,36,145521,63,2
1928,Male,52,105076,70,2
1929,Male,66,23283,56,1
1930,Female,42,132995,41,1
1931,Male,46,135496,5,1
1932,Male,29,94441,91,2
1933,Female,49,127900,18,1
1934,Male,63,116995,63,2
1935,Female,54,143595,85,2
1936,Male,48,55975,65,1
1937,Female,43,84046,64,2
1938,Female,57,107474,99,2
1939,Male,38,31101,4,0
1940,Male,26,111052,45,1
1941,Male,66,104458,49,1
1942,Female,45,105477,46,1
1943,Male,40,29797,85,1
1944,Female,33,76504,83,2
1945,Male,55,37266,89,1
1946,Male,37,45007,44,1
1947,Female,19,100489,5,1
1948,Female,60,125748,73,2
1949,Female,35,20348,90,1
1950,Female,55,20829,41,0
1951,Male,54,117315,42,1
1952,Male,69,143020,13,1
1953,Female,39,145215,65,2
1954,Female,28,93517,47,1
1955,Male,30,145272,82,2
1956,Female,52,71119,37,1
1957,Female,21,92940,74,2
1958,Male,69,74214,80,2
1959,Female,63,39833,76,1
1960,Female,35,32634,73,1
1961,Male,45,69981,45,1
1962,Female,59,94127,65,2
1963,Female,45,97143,26,1
1964,Female,43,80867,80,2
1965,Male,60,62343,3,1
1966,Female,54,145863,28,1
1967,Male,35,128698,73,2
1968,Female,51,67598,47,1
1969,Female,27,78012,20,1
1970,Male,45,122547,41,1
1971,Female,58,68361,53,1
1972,Male,70,90247,83,2
1973,Male,34,76900,52,1
1974,Male,25,54311,25,1
1975,Female,33,96406,60,1
1976,Male,53,129329,55,1
1977,Male,30,56774,35,1
1978,Male,19,82737,36,1
1979,Female,59,26070,93,1
1980,Male,68,20218,8,0
1981,Female,38,93113,9,1
1982,Male,41,38673,51,1
1983,Male,33,44342,74,1
1984,Male,51,81009,64,2
1985,Female,33,47054,99,1
1986,Male,39,117223,96,2
1987,Male,45,72149,19,1
1988,Female,29,71127,36,1
1989,Male,44,81664,76,2
1990,Male,49,113226,90,2
1991,Male,38,126091,61,2
1992,Female,35,52987,47,1
1993,Male,63,111400,40,1
1994,Male,59,24125,95,1
1995,Female,62,77829,33,1
1996,Male,37,110120,88,2
1997,Female,52,76966,57,1
1998,Female,18,118016,33,1
1999,Male,23,76724,39,1
2000,Female,28,130040,81,2
2001,Female,69,121506,5,1
2002,Female,23,143894,61,2
2003,Male,39,125720,13,1
2004,Male,62,83411,65,2
2005,Female,40,125328,78,2
2006,Male,47,22169,98,1
2007,Female,59,63166,81,1
2008,Female,68,50675,1,1
2009,Male,30,95097,41,1
2010,Male,25,56372,32,1
2011,Female,56,122561,41,1
2012,Male,48,49998,34,1
2013,Male,61,100873,37,1
2014,Male,23,123657,48,1
2015,Male,43,113912,74,2
2016,Male,19,21021,72,1
2017,Female,23,136221,26,1
2018,Female,62,59238,7,1
2019,Female,57,127434,77,2
2020,Male,27,38346,48,0
2021,Female,54,45762,2,1
2022,Female,67,133936,87,2
2023,Male,25,73847,92,2
2024,Female,30,84783,37,1
2025,Male,42,49130,56,1
2026,Male,56,71509,37,1
2027,Male,44,62282,53,1
2028,Male,19,91072,34,1
2029,Female,57,133220,32,1
2030,Male,55,135104,11,1
2031,Female,48,49918,42,1
2032,Female,61,70631,92,2
2033,Female,63,125963,95,2
2034,Male,22,39976,72,1
2035,Female,21,102257,31,1
2036,Female,40,26930,1,0
2037,Female,50,114860,39,1
2038,Male,60,112229,17,1
2039,Male,55,62021,34,1
2040,Female,50,144195,44,1
2041,Female,26,38500,41,0
2042,Female,27,83263,15,1
2043,Female,20,48520,64,1
2044,Female,65,109527,56,1
2045,Female,34,84142,67,2
2046,Female,45,58249,41,1
2047,Female,66,54653,72,1
2048,Male,21,64524,20,1
2049,Female,32,63009,5,1
2050,Female,34,57874,91,1
2051,Male,45,45415,64,1
2052,Female,46,108459,91,2
2053,Male,47,144233,15,1
2054,Male,25,106646,12,1
2055,Female,36,62357,22,1
2056,Male,54,70678,75,2
2057,Male,51,62335,54,1
2058,Male,33,145576,87,2
2059,Male,39,21805,37,0
2060,Male,43,112926,76,2
2061,Male,38,55311,4,1
2062,Female,47,140791,59,1
2063,Male,56,16521,43,0
2064,Male,59,133777,42,1
2065,Female,31,27761,83,1
2066,Male,38,29558,96,1
2067,Female,53,114979,12,1
2068,Female,34,61664,31,1
2069,Male,23,20377,27,0
2070,Male,42,120485,37,1
2071,Female,25,93262,63,2
2072,Male,65,96291,88,2
2073,Male,40,40195,48,1
2074,Female,49,131770,50,1
2075,Female,35,125905,12,1
2076,Male,69,111530,79,2
2077,Male,45,126677,12,1
2078,Male,50,104586,60,1
2079,Male,59,55650,64,1
2080,Male,36,137740,56,1
2081,Male,69,140202,39,1
2082,Female,26,93750,32,1
2083,Male,36,27511,71,1
2084,Female,20,149588,14,1
2085,Female,44,39768,60,1
2086,Male,40,81810,75,2
2087,Male,67,146974,3,1
2088,Male,65,136340,23,1
2089,Female,43,26864,11,0
2090,Female,63,93026,41,1
2091,Female,66,132951,80,2
2092,Male,39,64071,28,1
2093,Male,23,82978,87,2
2094,Female,45,19696,1,0
2095,Female,25,18487,22,0
2096,Female,47,121192,85,2
2097,Female,37,109562,89,2
2098,Male,69,94339,12,1
2099,Male,26,18637,25,0
2100,Male,70,19164,90,1
2101,Male,19,69848,62,1
2102,Male,59,78381,56,1
2103,Female,23,93883,99,2
2104,Male,27,139253,55,1
2105,Female,25,58543,20,1
2106,Female,49,138598,3,1
2107,Female,55,78603,26,1
2108,Female,54,117690,7,1
2109,Female,18,41912,81,1
2110,Female,44,144945,95,2
2111,Female,20,142794,52,1
2112,Male,50,142900,30,1
2113,Female,51,19985,55,1
2114,Female,53,31648,35,0
2115,Female,48,45655,64,1
2116,Male,46,129355,3,1
2117,Female,36,65384,61,1
2118,Male,46,75844,65,2
2119,Female,55,103906,78,2
2120,Female,26,91911,93,2
2121,Male,44,109438,61,2
2122,Male,57,69318,37,1
2123,Male,60,141586,17,1
2124,Female,30,55976,78,1
2125,Female,24,124047,64,2
2126,Male,33,69901,72,1
2127,Female,19,109053,34,1
2128,Male,61,56577,23,1
2129,Female,69,31689,44,0
2130,Male,25,74425,16,1
2131,Female,49,82586,44,1
2132,Female,67,27235,99,1
2133,Male,27,42300,91,1
2134,Male,46,134835,97,2
2135,Male,24,41704,72,1
2136,Male,50,42632,22,1
2137,Female,31,109801,21,1
2138,Female,63,130741,98,2
2139,Female,64,41029,20,1
2140,Male,39,51116,16,1
2141,Male,46,123986,99,2
2142,Female,33,139168,44,1
2143,Female,50,59895,11,1
2144,Male,41,123792,47,1
2145,Male,27,125551,30,1
2146,Female,69,127413,53,1
2147,Female,47,109836,4,1
2148,Male,27,17607,92,1
2149,Female,23,103684,41,1
2150,Male,67,58076,56,1
2151,Male,43,24723,85,1
2152,Female,54,30154,81,1
2153,Female,44,120382,88,2
2154,Male,64,97233,45,1
2155,Male,70,88342,68,2
2156,Male,62,120889,58,1
2157,Female,52,130905,90,2
2158,Male,69,121038,100,2
2159,Female,37,37093,5,0
2160,Female,42,48031,67,1
2161,Female,31,39332,66,1
2162,Male,51,104314,97,2
2163,Female,19,22311,70,1
2164,Female,33,94676,93,2
2165,Male,50,43951,94,1
2166,Female,41,83093,81,2
2167,Male,25,27512,97,1
2168,Male,46,93108,74,2
2169,Male,47,103861,31,1
2170,Male,40,93433,37,1
2171,Male,63,114002,67,2
2172,Male,24,100943,67,2
2173,Male,70,109704,59,1
2174,Male,27,126592,53,1
2175,Male,23,31303,55,1
2176,Male,48,71304,58,1
2177,Female,41,120579,76,2
2178,Female,34,145764,82,2
2179,Female,46,143330,94,2
2180,Male,70,57688,19,1
2181,Male,49,134986,17,1
2182,Female,62,70742,59,1
2183,Female,20,56114,72,1
2184,Male,25,122117,15,1
2185,Male,41,90914,6,1
2186,Female,25,112377,40,1
2187,Male,37,92065,63,2
2188,Female,68,52452,19,1
2189,Male,21,94996,37,1
2190,Male,29,143134,1,1
2191,Male,53,106396,9,1
2192,Female,44,141137,74,2
2193,Female,54,133587,44,1
2194,Male,48,49815,98,1
2195,Female,50,135831,98,2
2196,Female,60,132722,20,1
2197,Male,23,122381,50,1
2198,Male,43,103866,70,2
2199,Female,60,131155,95,2
2200,Male,59,38207,22,0
2201,Male,54,95962,72,2
2202,Male,59,37322,25,0
2203,Female,54,64648,97,1
2204,Male,50,19892,16,0
2205,Male,19,87079,27,1
2206,Female,63,131452,11,1
2207,Male,43,26792,63,1
2208,Female,39,129561,24,1
2209,Female,19,98199,49,1
2210,Male,23,45053,13,1
2211,Female,36,52757,24,1
2212,Female,67,38495,20,0
2213,Female,44,59352,8,1
2214,Male,29,22122,92,1
2215,Female,37,117220,13,1
2216,Female,27,123219,42,1
2217,Male,42,46710,7,1
2218,Female,33,76994,64,2
2219,Female,25,85592,8,1
2220,Female,47,121712,9,1
2221,Male,19,121822,82,2
2222,Male,19,85558,71,2
2223,Female,33,47917,39,1
2224,Male,46,36996,82,1
2225,Male,68,52320,48,1
2226,Female,68,79267,69,2
2227,Male,53,133421,6,1
2228,Female,70,136805,80,2
2229,Male,59,58878,1,1
2230,Female,48,86644,77,2
2231,Male,61,114654,45,1
2232,Male,55,148779,37,1
2233,Male,28,33333,39,0
2234,Female,43,47237,18,1
2235,Female,45,70273,79,2
2236,Female,61,104819,82,2
2237,Male,66,133677,35,1
2238,Male,60,99315,44,1
2239,Male,47,101103,3,1
2240,Female,59,15536,78,1
2241,Male,18,17510,87,1
2242,Female,44,143182,98,2
2243,Male,52,36272,84,1
2244,Female,52,23112,86,1
2245,Female,61,47352,46,1
2246,Male,70,108838,50,1
2247,Female,67,17210,16,0
2248,Male,41,65591,57,1
2249,Female,32,20185,98,1
2250,Male,61,108800,25,1
2251,Male,70,94476,92,2
2252,Male,32,144448,47,1
2253,Male,35,144194,91,2
2254,Female,18,66402,82,1
2255,Female,25,87704,73,2
2256,Male,28,65795,85,1
2257,Male,22,48619,96,1
2258,Male,26,83058,73,2
2259,Male,51,86913,25,1
2260,Female,62,81301,88,2
2261,Male,18,126965,83,2
2262,Female,38,128389,53,1
2263,Female,25,137312,64,2
2264,Male,51,26394,93,1
2265,Female,21,87858,54,1
2266,Male,38,16352,51,1
2267,Male,39,36445,74,1
2268,Female,65,74147,89,2
2269,Male,22,80531,26,1
2270,Male,39,96475,9,1
2271,Male,19,140820,56,1
2272,Male,55,102635,33,1
2273,Female,24,139145,31,1
2274,Male,21,102448,67,2
2275,Male,22,129957,98,2
2276,Male,58,132035,75,2
2277,Female,23,30908,5,0
2278,Male,38,32046,17,0
2279,Female,69,130846,8,1
2280,Male,57,128204,9,1
2281,Male,61,29625,72,1
2282,Male,36,114996,52,1
2283,Male,57,122769,30,1
2284,Female,47,115642,60,1
2285,Male,57,41549,44,1
2286,Male,47,101034,76,2
2287,Male,24,41919,2,1
2288,Male,55,65754,74,1
2289,Female,58,148404,33,1
2290,Female,44,141195,93,2
2291,Male,29,78740,18,1
2292,Female,21,48470,40,1
2293,Male,50,108780,40,1
2294,Female,27,138082,40,1
2295,Male,36,111686,2,1
2296,Male,21,77229,65,2
2297,Male,45,105129,26,1
2298,Female,58,67759,9,1
2299,Female,30,139708,89,2
2300,Female,56,101807,75,2
2301,Female,57,93546,54,1
2302,Male,28,42485,59,1
2303,Male,49,72515,1,1
2304,Male,62,75364,60,1
2305,Female,33,141024,95,2
2306,Female,69,113543,27,1
2307,Male,29,16763,47,0
2308,Male,22,108817,4,1
2309,Male,27,91172,57,1
2310,Male,58,109348,6,1
2311,Male,30,66858,37,1
2312,Male,32,83681,93,2
2313,Male,39,79478,23,1
2314,Male,19,61157,34,1
2315,Male,19,50977,49,1
2316,Female,39,70112,40,1
2317,Male,33,111899,48,1
2318,Male,51,128696,92,2
2319,Male,25,52862,17,1
2320,Female,30,114141,89,2
2321,Male,38,127601,82,2
2322,Female,20,64571,69,1
2323,Male,68,53945,42,1
2324,Female,21,88419,17,1
2325,Male,31,36340,61,1
2326,Female,28,148330,50,1
2327,Female,49,136704,23,1
2328,Female,63,113010,68,2
2329,Female,63,144706,61,2
2330,Male,55,120105,82,2
2331,Female,31,72547,26,1
2332,Female,33,118782,28,1
2333,Male,45,113850,74,2
2334,Male,41,81723,71,2
2335,Female,26,37027,38,0
2336,Male,51,107163,30,1
2337,Female,47,149286,80,2
2338,Female,45,133266,60,1
2339,Female,44,111341,64,2
2340,Male,35,115236,4,1
2341,Male,46,76286,34,1
2342,Male,40,36605,38,0
2343,Male,68,87463,30,1
2344,Male,25,33703,47,0
2345,Male,52,67509,43,1
2346,Female,61,101308,33,1
2347,Male,65,86949,25,1
2348,Female,66,83455,2,1
2349,Female,36,105867,52,1
2350,Male,70,18117,61,1
2351,Male,43,74658,30,1
2352,Female,48,76269,67,2
2353,Male,64,135953,44,1
2354,Female,38,64242,55,1
2355,Male,31,129997,58,1
2356,Male,41,51424,74,1
2357,Female,37,17537,64,1
2358,Female,39,74111,54,1
2359,Female,61,120740,98,2
2360,Male,38,21092,73,1
2361,Female,26,55289,43,1
2362,Male,42,68531,51,1
2363,Female,52,116301,25,1
2364,Female,24,101203,73,2
2365,Male,58,94860,12,1
2366,Female,24,61566,5,1
2367,Male,19,63940,26,1
2368,Male,42,89401,27,1
2369,Male,36,33344,59,1
2370,Female,41,17895,22,0
2371,Male,44,117525,21,1
2372,Male,26,124684,62,2
2373,Male,42,69127,17,1
2374,Female,37,128298,91,2
2375,Male,28,96346,76,2
2376,Male,50,135312,36,1
2377,Male,18,52405,58,1
2378,Male,70,119657,78,2
2379,Female,51,101216,73,2
2380,Male,47,136292,74,2
2381,Female,65,38882,37,0
2382,Male,40,92974,51,1
2383,Female,44,80309,23,1
2384,Male,47,115837,85,2
2385,Male,62,40043,51,1
2386,Female,33,56400,36,1
2387,Male,60,32496,90,1
2388,Male,49,122814,98,2
2389,Male,41,35062,97,1
2390,Female,50,100462,53,1
2391,Male,28,81261,27,1
2392,Female,47,22003,10,0
2393,Female,42,105087,96,2
2394,Male,30,118985,5,1
2395,Male,34,45063,91,1
2396,Female,38,136699,63,2
2397,Male,22,36639,71,1
2398,Female,63,129746,18,1
2399,Male,70,88175,21,1
2400,Female,19,41349,23,1
2401,Male,25,117458,22,1
2402,Female,60,17938,87,1
2403,Male,27,130515,46,1
2404,Male,31,24029,87,1
2405,Male,46,27518,82,1
2406,Male,42,95825,57,1
2407,Female,56,16223,7,0
2408,Female,67,67884,32,1
2409,Male,33,67425,12,1
2410,Female,44,22325,2,0
2411,Male,70,65371,88,1
2412,Male,32,40323,86,1
2413,Female,64,58790,6,1
2414,Female,50,43228,42,1
2415,Male,53,64688,80,1
2416,Male,52,118563,55,1
2417,Female,32,71041,14,1
2418,Female,38,60513,2,1
2419,Female,59,97900,2,1
2420,Male,31,135265,29,1
2421,Female,60,87995,84,2
2422,Female,20,32650,28,0
2423,Male,37,145960,14,1
2424,Female,34,39836,77,1
2425,Male,58,116860,87,2
2426,Female,39,60961,82,1
2427,Female,60,141387,9,1
2428,Male,19,132679,49,1
2429,Male,50,18484,30,0
2430,Male,57,47520,40,1
2431,Male,65,127328,97,2
2432,Male,57,35811,8,0
2433,Male,41,145738,38,1
2434,Male,27,113500,27,1
2435,Female,33,131320,95,2
2436,Male,26,87909,41,1
2437,Female,51,123761,83,2
2438,Female,66,21211,30,0
2439,Male,39,78504,27,1
2440,Male,60,80100,88,2
2441,Female,56,115004,67,2
2442,Male,29,130962,81,2
2443,Male,22,143881,9,1
2444,Male,21,52101,27,1
2445,Male,23,60528,76,1
2446,Female,33,148018,11,1
2447,Male,64,137440,40,1
2448,Female,64,66782,32,1
2449,Female,29,80265,39,1
2450,Male,54,132511,82,2
2451,Female,35,141136,11,1
2452,Female,43,114016,22,1
2453,Female,46,125807,65,2
2454,Male,66,55862,62,1
2455,Male,66,114986,55,1
2456,Male,66,93703,77,2
2457,Female,53,61058,33,1
2458,Female,47,95176,59,1
2459,Female,42,141050,10,1
2460,Male,26,138013,26,1
2461,Female,30,16095,2,0
2462,Female,49,121051,54,1
2463,Female,65,112817,50,1
2464,Male,37,33673,53,1
2465,Male,25,115879,73,2
2466,Female,30,129372,33,1
2467,Female,50,143089,82,2
2468,Female,62,30126,84,1
2469,Female,45,79694,32,1
2470,Male,20,109742,81,2
2471,Female,62,53766,34,1
2472,Male,61,53631,33,1
2473,Male,56,57317,2,1
2474,Female,67,39197,83,1
2475,Male,43,36062,67,1
2476,Female,45,58469,55,1
2477,Female,62,94225,65,2
2478,Female,55,95734,94,2
2479,Female,66,38297,14,0
2480,Male,70,52411,35,1
2481,Female,65,119325,90,2
2482,Male,18,59144,63,1
2483,Female,24,33308,100,1
2484,Female,51,124272,84,2
2485,Male,64,127970,22,1
2486,Male,41,63863,91,1
2487,Male,30,142525,24,1
2488,Male,46,70724,24,1
2489,Male,21,62901,98,1
2490,Male,34,122162,57,1
2491,Female,58,58548,11,1
2492,Female,23,114019,16,1
2493,Male,22,104693,4,1
2494,Male,48,142190,87,2
2495,Male,18,31005,35,0
2496,Male,60,25973,13,0
2497,Female,51,16903,49,0
2498,Female,49,139054,97,2
2499,Female,56,127578,44,1
2500,Male,61,104935,41,1
2501,Male,41,119456,49,1
2502,Male,40,101574,13,1
2503,Male,47,120331,93,2
2504,Female,19,47216,68,1
2505,Female,62,80152,48,1
2506,Female,57,139570,66,2
2507,Female,60,64266,1,1
2508,Female,19,109425,6,1
2509,Female,61,131472,30,1
2510,Female,43,36330,45,0
2511,Female,48,41333,94,1
2512,Male,36,66138,92,1
2513,Male,51,147287,5,1
2514,Female,49,37830,39,0
2515,Female,28,131991,15,1
2516,Male,60,78150,32,1
2517,Female,28,38444,14,0
2518,Female,63,22660,21,0
2519,Female,42,88494,29,1
2520,Male,60,139859,86,2
2521,Female,60,50587,69,1
2522,Male,23,102241,29,1
2523,Female,59,104974,49,1
2524,Male,59,129547,30,1
2525,Male,34,45327,38,1
2526,Male,25,38367,44,0
2527,Female,65,45436,74,1
2528,Male,26,97148,49,1
2529,Male,37,31222,76,1
2530,Female,42,126070,41,1
2531,Male,69,48110,67,1
2532,Female,24,118628,2,1
2533,Male,38,52932,38,1
2534,Female,49,134481,19,1
2535,Female,27,24003,77,1
2536,Male,37,146695,89,2
2537,Male,35,140378,81,2
2538,Female,49,91413,91,2
2539,Male,21,102331,20,1
2540,Male,64,74001,90,2
2541,Female,67,61929,63,1
2542,Female,37,56731,3,1
2543,Female,39,125739,87,2
2544,Male,40,117593,51,1
2545,Male,51,89197,37,1
2546,Male,62,118225,13,1
2547,Female,38,29188,91,1
2548,Male,47,57911,74,1
2549,Male,46,141469,38,1
2550,Male,31,72183,96,2
2551,Male,65,17394,47,0
2552,Female,61,53693,49,1
2553,Male,61,59098,8,1
2554,Male,40,139223,23,1
2555,Female,25,103732,76,2
2556,Male,27,120904,32,1
2557,Female,25,78138,51,1
2558,Female,37,60216,84,1
2559,Female,67,38491,100,1
2560,Female,70,115165,36,1
2561,Male,41,18041,16,0
2562,Male,23,46995,63,1
2563,Male,19,140697,36,1
2564,Female,68,62473,50,1
2565,Male,59,128680,39,1
2566,Male,24,100256,9,1
2567,Female,43,20176,51,1
2568,Male,22,47529,97,1
2569,Male,60,45756,24,1
2570,Male,18,132239,41,1
2571,Male,20,48768,74,1
2572,Female,59,57260,12,1
2573,Male,66,24176,11,0
2574,Male,50,93270,47,1
2575,Female,45,15022,32,0
2576,Female,20,91912,85,2
2577,Female,26,143566,89,2
2578,Male,51,107305,78,2
2579,Male,62,40954,85,1
2580,Male,33,24629,25,0
2581,Male,37,71416,18,1
2582,Male,55,109126,36,1
2583,Female,64,125628,10,1
2584,Male,34,115081,84,2
2585,Female,43,134555,11,1
2586,Male,61,126501,89,2
2587,Female,52,68415,10,1
2588,Female,58,65496,92,1
2589,Male,54,149067,78,2
2590,Female,44,55236,41,1
2591,Male,42,21792,78,1
2592,Male,22,85811,16,1
2593,Female,61,121635,9,1
2594,Female,58,38324,47,0
2595,Male,67,86631,19,1
2596,Female,35,17585,13,0
2597,Male,32,114256,14,1
2598,Female,29,95360,76,2
2599,Female,24,106462,90,2
2600,Male,53,86055,78,2
2601,Female,21,59760,41,1
2602,Female,29,105485,95,2
2603,Male,48,48442,34,1
2604,Male,61,149628,92,2
2605,Female,60,48126,19,1
2606,Female,54,85089,7,1
2607,Female,63,80303,87,2
2608,Female,63,135006,24,1
2609,Female,40,137857,65,2
2610,Male,35,127136,67,2
2611,Female,37,37791,40,0
2612,Male,67,96982,12,1
2613,Male,22,77924,12,1
2614,Female,54,30050,11,0
2615,Female,53,144197,2,1
2616,Male,61,148348,94,2
2617,Male,48,145496,66,2
2618,Male,43,18643,79,1
2619,Female,65,16911,92,1
2620,Male,62,105455,32,1
2621,Male,56,132611,22,1
2622,Male,29,34692,47,0
2623,Female,50,107613,7,1
2624,Female,49,114377,22,1
2625,Male,25,103593,87,2
2626,Female,52,45897,38,1
2627,Male,48,91951,34,1
2628,Female,18,118185,28,1
2629,Female,59,24287,60,1
2630,Female,21,108256,1,1
2631,Male,39,93210,46,1
2632,Male,18,106677,93,2
2633,Male,43,107938,2,1
2634,Male,45,143986,26,1
2635,Female,51,149825,20,1
2636,Male,25,142772,1,1
2637,Female,67,80571,29,1
2638,Female,43,113122,39,1
2639,Female,45,62757,69,1
2640,Female,24,129969,85,2
2641,Female,28,51667,46,1
2642,Male,18,109171,91,2
2643,Male,25,64693,37,1
2644,Female,26,118427,54,1
2645,Male,20,57024,86,1
2646,Female,48,84677,16,1
2647,Male,49,144910,88,2
2648,Female,38,119825,65,2
2649,Male,26,43765,14,1
2650,Male,26,55774,45,1
2651,Female,67,76998,7,1
2652,Female,45,17104,56,1
2653,Male,36,88983,63,2
2654,Male,66,127447,32,1
2655,Male,64,149018,24,1
2656,Male,35,45151,34,1
2657,Female,60,127501,26,1
2658,Male,63,42017,90,1
2659,Male,30,53987,30,1
2660,Female,26,120193,5,1
2661,Male,30,53327,55,1
2662,Male,57,67335,12,1
2663,Female,42,121770,68,2
2664,Female,62,75667,29,1
2665,Female,45,140618,8,1
2666,Male,59,28541,39,0
2667,Female,35,110309,36,1
2668,Female,63,124595,32,1
2669,Male,21,62645,6,1
2670,Female,21,99315,28,1
2671,Male,48,88442,78,2
2672,Female,45,63454,33,1
2673,Male,41,102630,39,1
2674,Male,24,18581,88,1
2675,Female,39,109520,95,2
2676,Female,65,112410,31,1
2677,Male,31,115676,12,1
2678,Male,26,46550,6,1
2679,Male,30,131855,13,1
2680,Female,52,104888,39,1
2681,Male,66,67952,69,1
2682,Female,20,48510,25,1
2683,Female,53,81198,98,2
2684,Male,41,132566,81,2
2685,Female,45,32749,62,1
2686,Male,51,147086,3,1
2687,Male,56,86866,90,2
2688,Male,36,26913,73,1
2689,Female,68,64857,95,1
2690,Male,49,149607,10,1
2691,Female,46,148504,50,1
2692,Male,43,86170,27,1
2693,Male,18,56943,74,1
2694,Female,55,17322,66,1
2695,Male,50,82851,39,1
2696,Male,36,85389,71,2
2697,Male,28,73701,6,1
2698,Male,36,25247,82,1
2699,Male,35,49857,35,1
2700,Male,59,80275,27,1
2701,Female,18,106085,81,2
2702,Female,38,36822,91,1
2703,Female,64,50025,53,1
2704,Male,38,30011,81,1
2705,Female,70,108187,29,1
2706,Male,29,82105,3,1
2707,Female,64,115134,84,2
2708,Male,58,69043,57,1
2709,Female,38,85462,27,1
2710,Female,27,131930,30,1
2711,Male,41,53884,62,1
2712,Male,49,62582,59,1
2713,Female,70,61166,25,1
2714,Female,64,62292,83,1
2715,Male,19,96306,21,1
2716,Male,70,118336,88,2
2717,Female,22,52623,10,1
2718,Female,33,134281,83,2
2719,Male,24,50990,94,1
2720,Female,56,41143,49,1
2721,Male,19,43845,2,1
2722,Male,26,80101,99,2
2723,Male,35,52391,81,1
2724,Female,68,17463,14,0
2725,Male,63,37273,26,0
2726,Female,48,131477,21,1
2727,Male,39,140542,20,1
2728,Male,21,85112,81,2
2729,Female,19,26672,14,0
2730,Male,24,149097,54,1
2731,Male,18,73802,4,1
2732,Female,45,116025,19,1
2733,Female,59,90195,29,1
2734,Male,61,44467,63,1
2735,Female,25,73857,14,1
2736,Female,40,34998,79,1
2737,Male,25,109501,11,1
2738,Female,56,54610,23,1
2739,Male,51,102777,77,2
2740,Female,61,126475,20,1
2741,Male,57,90236,45,1
2742,Female,35,145875,85,2
2743,Male,34,35019,1,0
2744,Male,67,53427,41,1
2745,Female,42,132098,93,2
2746,Female,70,32645,15,0
2747,Male,64,88000,19,1
2748,Female,38,48432,24,1
2749,Female,40,98706,64,2
2750,Female,48,123513,78,2
2751,Female,26,79463,50,1
2752,Female,53,145312,69,2
2753,Male,52,75323,50,1
2754,Male,55,125583,68,2
2755,Female,62,37872,31,0
2756,Female,18,68288,3,1
2757,Male,53,139236,18,1
2758,Male,21,106579,47,1
2759,Female,36,135688,19,1
2760,Male,33,70243,29,1
2761,Male,65,51123,16,1
2762,Female,42,21906,90,1
2763,Male,41,29177,90,1
2764,Male,60,34338,62,1
2765,Male,19,53505,47,1
2766,Male,23,79237,10,1
2767,Male,54,124181,20,1
2768,Female,48,51729,96,1
2769,Female,48,122878,93,2
2770,Male,46,18462,37,0
2771,Male,27,30728,83,1
2772,Male,56,60503,65,1
2773,Female,18,118911,55,1
2774,Female,53,82647,74,2
2775,Male,63,74589,55,1
2776,Female,35,39100,67,1
2777,Male,26,70538,52,1
2778,Male,32,117836,24,1
2779,Female,70,137797,62,2
2780,Male,59,121194,49,1
2781,Female,21,112380,83,2
2782,Male,30,85757,14,1
2783,Female,22,110080,78,2
2784,Male,19,77791,37,1
2785,Male,52,42909,9,1
2786,Female,56,17877,97,1
2787,Male,30,67881,82,1
2788,Male,33,85560,11,1
2789,Male,54,141827,6,1
2790,Male,38,39434,40,0
2791,Male,40,89030,51,1
2792,Female,38,117404,93,2
2793,Female,26,40527,43,1
2794,Male,65,147010,13,1
2795,Male,19,115168,62,2
2796,Female,36,57263,20,1
2797,Male,23,39455,92,1
2798,Male,31,51926,99,1
2799,Male,50,104499,58,1
2800,Female,39,91242,47,1
2801,Male,20,116615,31,1
2802,Female,57,34660,20,0
2803,Female,24,18916,19,0
2804,Male,53,37850,64,1
2805,Female,47,97239,22,1
2806,Female,28,32868,36,0
2807,Male,40,38390,10,0
2808,Female,63,135780,34,1
2809,Male,34,130879,84,2
2810,Female,25,142994,6,1
2811,Male,36,120103,53,1
2812,Female,46,111136,66,2
2813,Female,41,36886,88,1
2814,Male,50,132988,34,1
2815,Male,57,29957,95,1
2816,Male,62,17082,20,0
2817,Female,36,113519,21,1
2818,Female,22,73471,50,1
2819,Female,60,39511,45,0
2820,Male,47,136858,14,1
2821,Female,29,43402,51,1
2822,Male,30,120256,43,1
2823,Female,38,104764,78,2
2824,Female,31,139838,15,1
2825,Male,47,25035,70,1
2826,Male,48,53145,82,1
2827,Female,38,23211,77,1
2828,Female,21,109763,56,1
2829,Male,31,29176,28,0
2830,Female,66,125866,35,1
2831,Male,58,61165,11,1
2832,Male,22,86802,52,1
2833,Male,37,133337,54,1
2834,Male,60,83012,24,1
2835,Female,23,127337,44,1
2836,Female,28,67063,45,1
2837,Male,48,139649,69,2
2838,Female,62,129500,46,1
2839,Male,70,17603,72,1
2840,Female,22,52910,42,1
2841,Male,18,54454,59,1
2842,Female,49,97944,15,1
2843,Male,34,15963,58,1
2844,Male,58,132788,82,2
2845,Male,20,72310,96,2
2846,Female,44,58542,77,1
2847,Male,31,106248,27,1
2848,Female,61,18767,48,0
2849,Male,19,94152,40,1
2850,Female,62,145844,84,2
2851,Female,44,122580,46,1
2852,Female,52,126633,67,2
2853,Female,25,61088,59,1
2854,Male,41,61372,71,1
2855,Female,52,129262,49,1
2856,Female,60,129686,82,2
2857,Male,62,41011,12,1
